freq,purchase,unit,geo\TIME_PERIOD,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
A,DW_NEW,I15_A_AVG,SE,69.84,72.35,77.3,80.5,85.54,88.87,93.87,96.0,94.97,97.8,100.0,106.2,112.78,123.71,129.54,127.56,128.82,147.59,152.17,142.25,139.11
A,DW_NEW,I15_A_AVG,SI,,,121.18,134.69,118.16,115.14,121.18,109.65,104.22,98.2,100.0,100.34,110.95,120.1,120.22,124.92,140.51,151.07,160.99,179.17,204.82
A,DW_NEW,I15_A_AVG,SK,,,,,,104.33,101.64,96.11,95.86,97.19,100.0,105.88,112.92,119.69,126.82,136.77,143.46,166.74,162.67,166.28,184.24
A,DW_NEW,I15_A_AVG,TR,,,,,,58.51,63.7,70.76,79.05,87.32,100.0,111.78,123.75,134.86,143.84,181.47,257.4,629.44,1299.55,1842.8,
A,DW_NEW,I15_A_AVG,UK,82.37,87.61,94.42,91.37,82.29,84.65,85.92,85.56,88.07,95.17,100.0,109.35,114.94,119.81,120.78,,,,,,
A,DW_NEW,I25_A_AVG,AT,,,,,,45.36,47.72,51.69,54.18,56.41,59.55,64.23,65.79,69.07,73.19,78.66,85.23,95.04,94.77,97.17,100.0
A,DW_NEW,I25_A_AVG,BE,54.29,56.94,59.48,60.96,60.31,60.3,62.66,63.83,66.22,64.82,67.76,70.12,73.12,75.44,77.77,81.23,86.32,90.89,92.77,98.28,100.0
A,DW_NEW,I25_A_AVG,BG,29.53,33.87,43.67,54.57,48.15,43.0,42.55,42.44,41.28,42.45,43.94,46.76,49.88,52.74,57.2,58.44,62.95,69.78,75.81,89.29,100.0
A,DW_NEW,I25_A_AVG,CY,,,,,,66.7,64.94,63.38,60.84,59.31,58.48,58.71,65.89,65.22,74.11,78.57,76.25,81.87,90.28,97.08,100.0
A,DW_NEW,I25_A_AVG,CZ,,,,37.1,38.3,37.2,36.6,35.8,35.8,36.4,38.2,40.5,46.1,51.6,55.6,60.7,71.9,85.0,83.8,88.1,100.0
A,DW_NEW,I25_A_AVG,DE,49.8,49.3,50.3,51.6,54.5,55.7,58.6,60.2,60.9,63.2,66.7,71.3,74.5,79.3,81.9,87.0,93.4,99.1,96.6,97.1,100.0
A,DW_NEW,I25_A_AVG,DK,24.52,32.29,36.75,34.36,31.75,31.32,35.27,39.17,62.02,69.29,77.37,76.89,77.38,78.76,79.33,79.91,83.17,91.75,95.76,97.95,100.0
A,DW_NEW,I25_A_AVG,EA,,,,,,63.61,63.8,61.7,60.84,61.09,62.6,64.96,67.3,70.43,73.5,77.3,82.11,88.69,91.65,95.71,100.0
A,DW_NEW,I25_A_AVG,EA19,,,,,,63.55,63.8,61.75,60.9,61.19,62.7,65.07,67.42,70.55,73.63,77.43,82.25,88.83,91.78,95.82,100.0
A,DW_NEW,I25_A_AVG,EA20,,,,,,63.49,63.74,61.72,60.85,61.12,62.58,64.92,67.25,70.36,73.45,77.22,82.05,88.67,91.65,95.71,100.0
A,DW_NEW,I25_A_AVG,EA21,,,,,,62.91,63.16,61.18,60.31,60.6,62.06,64.41,66.76,69.86,72.98,76.69,81.51,88.14,91.22,95.54,100.0
A,DW_NEW,I25_A_AVG,EE,20.77,27.77,37.55,34.61,22.69,24.9,27.26,30.32,33.06,39.75,44.16,46.51,48.92,53.19,57.07,62.52,70.46,82.96,92.78,96.95,100.0
A,DW_NEW,I25_A_AVG,ES,,55.05,61.6,64.18,61.52,60.16,56.59,48.46,45.85,46.25,48.44,51.56,54.7,58.15,62.53,66.59,69.6,75.02,81.06,89.82,100.0
A,DW_NEW,I25_A_AVG,EU,,,,,,58.74,59.03,57.51,56.64,57.24,58.72,60.98,63.31,66.46,69.44,72.81,77.74,85.06,89.29,95.36,100.0
A,DW_NEW,I25_A_AVG,EU27_2020,,,,,,59.28,59.55,57.95,56.89,57.21,58.6,60.66,62.94,66.09,69.26,72.81,77.74,85.06,89.29,95.36,100.0
A,DW_NEW,I25_A_AVG,EU28,,,,,,99.99,100.5,97.92,96.42,97.45,99.97,103.81,107.78,113.13,118.2,,,,,,
A,DW_NEW,I25_A_AVG,FI,55.08,59.91,64.47,65.52,69.66,70.8,73.77,77.38,79.03,79.85,80.71,82.62,85.71,87.64,89.2,92.46,97.62,101.91,101.28,98.94,100.0
A,DW_NEW,I25_A_AVG,FR,60.34,65.63,69.17,70.19,70.33,72.23,75.73,75.31,75.02,75.12,76.39,77.7,80.77,82.8,85.79,88.39,92.55,97.83,99.21,98.57,100.0
A,DW_NEW,I25_A_AVG,HR,,,,67.61,66.14,60.94,62.01,61.83,59.67,58.47,54.86,52.9,52.81,54.74,59.14,59.91,65.11,76.2,83.28,88.76,100.0
A,DW_NEW,I25_A_AVG,HU,,,25.14,25.7,24.9,23.61,22.84,22.82,23.07,24.05,26.11,28.74,34.13,38.81,43.0,48.31,57.72,70.13,80.79,92.8,100.0
A,DW_NEW,I25_A_AVG,IE,,,,,,63.72,53.18,46.43,42.95,47.18,54.43,58.58,61.78,67.89,70.64,72.14,74.54,80.76,89.16,95.27,100.0
A,DW_NEW,I25_A_AVG,IT,,,,,,76.4,78.8,80.7,79.5,77.4,75.8,76.4,75.8,76.7,77.6,79.2,82.3,87.3,92.1,99.4,100.0
A,DW_NEW,I25_A_AVG,LT,,34.73,39.29,45.64,33.12,29.73,32.74,35.45,34.84,36.61,38.52,39.36,43.26,46.62,49.62,52.76,60.46,72.99,84.28,92.65,100.0
A,DW_NEW,I25_A_AVG,LU,,,40.08,42.6,43.67,45.65,46.34,48.41,52.12,53.48,57.83,61.18,64.58,68.68,73.59,84.4,94.54,105.14,101.53,97.71,100.0
A,DW_NEW,I25_A_AVG,LV,,37.25,48.3,49.66,30.49,28.33,37.85,43.83,45.6,49.53,45.73,49.16,53.29,56.55,61.52,66.23,67.14,75.83,87.4,95.78,100.0
A,DW_NEW,I25_A_AVG,MT,,,,54.93,52.87,54.02,52.92,54.46,53.33,54.4,57.72,60.6,63.77,67.75,72.14,73.89,78.33,83.7,88.71,94.57,100.0
A,DW_NEW,I25_A_AVG,NL,49.48,51.09,54.68,54.24,49.66,50.03,50.02,46.01,44.5,44.52,47.42,49.33,53.25,58.55,63.43,69.0,76.62,86.52,89.73,92.54,100.0
A,DW_NEW,I25_A_AVG,NO,,,,,,44.67,48.49,51.77,54.24,55.54,58.76,62.91,66.22,67.68,71.94,75.89,81.28,86.92,90.93,94.89,100.0
A,DW_NEW,I25_A_AVG,PL,,,,,,48.97,49.5,49.29,46.87,47.12,48.35,48.87,50.43,53.19,56.75,60.28,65.76,73.53,81.23,94.6,100.0
A,DW_NEW,I25_A_AVG,PT,,,,49.5,49.26,49.61,48.15,45.13,44.54,46.38,47.16,48.73,51.46,55.32,60.17,64.71,70.35,76.44,81.49,87.59,100.0
A,DW_NEW,I25_A_AVG,RO,,,,,73.61,68.63,66.29,67.44,64.17,63.5,62.48,65.85,66.03,68.67,69.93,72.7,73.88,82.25,89.42,96.66,100.0
A,DW_NEW,I25_A_AVG,SE,50.2,52.01,55.57,57.87,61.49,63.89,67.48,69.01,68.27,70.3,71.89,76.34,81.08,88.93,93.12,91.7,92.6,106.1,109.39,102.26,100.0
A,DW_NEW,I25_A_AVG,SI,,,59.17,65.76,57.69,56.22,59.16,53.54,50.88,47.95,48.82,48.99,54.17,58.64,58.69,60.99,68.6,73.76,78.6,87.48,100.0
A,DW_NEW,I25_A_AVG,SK,,,,,,56.63,55.17,52.17,52.03,52.75,54.28,57.47,61.29,64.97,68.83,74.24,77.87,90.5,88.29,90.26,100.0
A,DW_NEW,I25_A_AVG,TR,,,,,,2.39,2.6,2.89,3.23,3.57,4.09,4.57,5.06,5.51,5.88,7.42,10.52,25.72,53.1,75.29,
A,DW_NEW,I25_A_AVG,UK,82.37,87.61,94.42,91.37,82.29,84.65,85.92,85.56,88.07,95.17,100.0,109.35,114.94,119.81,120.78,,,,,,
A,DW_NEW,RCH_A_AVG,AT,,,,,,,5.2,8.3,4.8,4.1,5.6,7.9,2.4,5.0,6.0,7.5,8.4,11.5,-0.3,2.5,2.9
A,DW_NEW,RCH_A_AVG,BE,,4.9,4.5,2.5,-1.1,0.0,3.9,1.9,3.7,-2.1,4.5,3.5,4.3,3.2,3.1,4.4,6.3,5.3,2.1,5.9,1.8
A,DW_NEW,RCH_A_AVG,BG,,14.7,28.9,24.9,-11.8,-10.7,-1.0,-0.3,-2.7,2.9,3.5,6.4,6.7,5.7,8.5,2.2,7.7,10.9,8.6,17.8,12.0
A,DW_NEW,RCH_A_AVG,CY,,,,,,,-2.6,-2.4,-4.0,-2.5,-1.4,0.4,12.2,-1.0,13.6,6.0,-2.9,7.4,10.3,7.5,3.0
A,DW_NEW,RCH_A_AVG,CZ,,,,,3.4,-3.1,-1.4,-2.3,-0.1,1.8,4.9,5.9,13.8,11.9,7.8,9.2,18.4,18.3,-1.5,5.1,13.5
A,DW_NEW,RCH_A_AVG,DE,,-1.1,2.0,2.7,5.5,2.3,5.1,2.8,1.2,3.7,5.6,6.9,4.6,6.4,3.3,6.2,7.3,6.2,-2.5,0.5,3.0
A,DW_NEW,RCH_A_AVG,DK,,31.7,13.8,-6.5,-7.6,-1.3,12.6,11.1,58.3,11.7,11.7,-0.6,0.6,1.8,0.7,0.7,4.1,10.3,4.4,2.3,2.1
A,DW_NEW,RCH_A_AVG,EA,,,,,,,0.3,-3.3,-1.4,0.4,2.5,3.8,3.6,4.6,4.4,5.2,6.2,8.0,3.3,4.4,4.5
A,DW_NEW,RCH_A_AVG,EA19,,,,,,,0.4,-3.2,-1.4,0.5,2.5,3.8,3.6,4.6,4.4,5.2,6.2,8.0,3.3,4.4,4.4
A,DW_NEW,RCH_A_AVG,EA20,,,,,,,0.4,-3.2,-1.4,0.4,2.4,3.7,3.6,4.6,4.4,5.1,6.3,8.1,3.4,4.4,4.5
A,DW_NEW,RCH_A_AVG,EA21,,,,,,,0.4,-3.1,-1.4,0.5,2.4,3.8,3.7,4.6,4.5,5.1,6.3,8.1,3.5,4.7,4.7
A,DW_NEW,RCH_A_AVG,EE,,33.7,35.2,-7.8,-34.4,9.8,9.5,11.2,9.0,20.2,11.1,5.3,5.2,8.7,7.3,9.6,12.7,17.7,11.8,4.5,3.1
A,DW_NEW,RCH_A_AVG,ES,,,11.9,4.2,-4.1,-2.2,-5.9,-14.4,-5.4,0.9,4.7,6.5,6.1,6.3,7.5,6.5,4.5,7.8,8.0,10.8,11.3
A,DW_NEW,RCH_A_AVG,EU,,,,,,,0.5,-2.6,-1.5,1.1,2.6,3.8,3.8,5.0,4.5,4.9,6.8,9.4,5.0,6.8,4.9
A,DW_NEW,RCH_A_AVG,EU27_2020,,,,,,,0.5,-2.7,-1.8,0.6,2.4,3.5,3.8,5.0,4.8,5.1,6.8,9.4,5.0,6.8,4.9
A,DW_NEW,RCH_A_AVG,EU28,,,,,,,0.5,-2.6,-1.5,1.1,2.6,3.8,3.8,5.0,4.5,,,,,,
A,DW_NEW,RCH_A_AVG,FI,,8.8,7.6,1.6,6.3,1.6,4.2,4.9,2.1,1.0,1.1,2.4,3.7,2.2,1.8,3.7,5.6,4.4,-0.6,-2.3,1.1
A,DW_NEW,RCH_A_AVG,FR,,8.8,5.4,1.5,0.2,2.7,4.9,-0.6,-0.4,0.1,1.7,1.7,3.9,2.5,3.6,3.0,4.7,5.7,1.4,-0.6,1.4
A,DW_NEW,RCH_A_AVG,HR,,,,,-2.2,-7.9,1.7,-0.3,-3.5,-2.0,-6.2,-3.6,-0.2,3.6,8.0,1.3,8.7,17.0,9.3,6.6,12.7
A,DW_NEW,RCH_A_AVG,HU,,,,2.2,-3.1,-5.2,-3.2,-0.1,1.1,4.2,8.6,10.1,18.7,13.7,10.8,12.3,19.5,21.5,15.2,14.9,7.8
A,DW_NEW,RCH_A_AVG,IE,,,,,,,-16.5,-12.7,-7.5,9.9,15.4,7.6,5.5,9.9,4.1,2.1,3.3,8.4,10.4,6.9,5.0
A,DW_NEW,RCH_A_AVG,IT,,,,,,,3.2,2.3,-1.4,-2.7,-2.0,0.7,-0.8,1.2,1.1,2.1,3.9,6.1,5.5,7.9,0.7
A,DW_NEW,RCH_A_AVG,LT,,,13.1,16.2,-27.4,-10.2,10.1,8.3,-1.7,5.1,5.2,2.2,9.9,7.8,6.4,6.3,14.6,20.7,15.5,9.9,7.9
A,DW_NEW,RCH_A_AVG,LU,,,,6.3,2.5,4.5,1.5,4.5,7.7,2.6,8.1,5.8,5.6,6.4,7.1,14.7,12.0,11.2,-3.4,-3.8,2.3
A,DW_NEW,RCH_A_AVG,LV,,,29.7,2.8,-38.6,-7.1,33.6,15.8,4.0,8.6,-7.7,7.5,8.4,6.1,8.8,7.7,1.4,12.9,15.3,9.6,4.4
A,DW_NEW,RCH_A_AVG,MT,,,,,-3.7,2.2,-2.0,2.9,-2.1,2.0,6.1,5.0,5.2,6.2,6.5,2.4,6.0,6.9,6.0,6.6,5.7
A,DW_NEW,RCH_A_AVG,NL,,3.2,7.0,-0.8,-8.5,0.8,0.0,-8.0,-3.3,0.0,6.5,4.0,7.9,10.0,8.3,8.8,11.0,12.9,3.7,3.1,8.1
A,DW_NEW,RCH_A_AVG,NO,,,,,,,8.6,6.8,4.8,2.4,5.8,7.1,5.3,2.2,6.3,5.5,7.1,6.9,4.6,4.4,5.4
A,DW_NEW,RCH_A_AVG,PL,,,,,,,1.1,-0.4,-4.9,0.5,2.6,1.1,3.2,5.5,6.7,6.2,9.1,11.8,10.5,16.5,5.7
A,DW_NEW,RCH_A_AVG,PT,,,,,-0.5,0.7,-2.9,-6.3,-1.3,4.1,1.7,3.3,5.6,7.5,8.8,7.5,8.7,8.7,6.6,7.5,14.2
A,DW_NEW,RCH_A_AVG,RO,,,,,,-6.8,-3.4,1.7,-4.8,-1.0,-1.6,5.4,0.3,4.0,1.8,4.0,1.6,11.3,8.7,8.1,3.5
A,DW_NEW,RCH_A_AVG,SE,,3.6,6.8,4.1,6.3,3.9,5.6,2.3,-1.1,3.0,2.3,6.2,6.2,9.7,4.7,-1.5,1.0,14.6,3.1,-6.5,-2.2
A,DW_NEW,RCH_A_AVG,SI,,,,11.2,-12.3,-2.6,5.2,-9.5,-5.0,-5.8,1.8,0.3,10.6,8.3,0.1,3.9,12.5,7.5,6.6,11.3,14.3
A,DW_NEW,RCH_A_AVG,SK,,,,,,,-2.6,-5.4,-0.3,1.4,2.9,5.9,6.7,6.0,5.9,7.8,4.9,16.2,-2.4,2.2,10.8
A,DW_NEW,RCH_A_AVG,TR,,,,,,,8.8,11.3,11.7,10.4,14.6,11.7,10.7,9.0,6.7,26.2,41.8,144.5,106.4,41.8,
A,DW_NEW,RCH_A_AVG,UK,,6.4,7.8,-3.2,-9.9,2.9,1.5,-0.4,2.9,8.1,5.1,9.4,5.1,4.2,0.8,,,,,,
A,TOTAL,I15_A_AVG,AT,,,,,,77.32,81.47,86.86,91.2,94.68,100.0,106.71,112.14,118.83,125.97,135.52,151.02,168.49,163.68,163.06,167.33
A,TOTAL,I15_A_AVG,BE,72.85,80.0,86.2,89.95,89.58,91.6,94.88,97.11,98.55,98.22,100.0,102.33,105.95,109.15,113.23,118.09,125.96,132.93,136.05,140.42,144.86
A,TOTAL,I15_A_AVG,BG,80.09,91.86,118.42,147.97,117.79,105.81,99.98,98.07,95.92,97.29,100.0,107.02,116.3,123.96,131.42,137.41,149.33,169.92,186.67,217.47,249.23
A,TOTAL,I15_A_AVG,CY,97.06,108.57,121.32,128.17,119.76,112.9,111.09,107.7,103.29,101.47,100.0,99.82,104.48,103.08,111.7,117.49,115.7,123.22,134.6,144.46,150.89
A,TOTAL,I15_A_AVG,CZ,,,,100.8,96.9,95.2,95.3,93.9,93.9,96.2,100.0,107.2,119.7,130.0,141.9,153.9,184.2,215.3,211.7,222.3,245.4
A,TOTAL,I15_A_AVG,DE,83.3,83.0,81.2,82.3,83.0,83.9,86.8,89.8,92.6,95.5,100.0,107.5,114.1,121.7,128.7,138.7,154.7,164.1,150.3,148.0,152.7
A,TOTAL,I15_A_AVG,DK,82.89,102.85,105.62,100.15,88.17,90.63,89.09,86.69,90.09,93.49,100.0,104.56,109.75,114.59,117.13,122.17,136.28,142.73,137.34,142.17,152.84
A,TOTAL,I15_A_AVG,EA,91.52,97.7,101.74,102.95,100.13,101.09,102.19,100.08,98.1,98.37,100.0,104.03,108.61,113.85,118.83,125.07,134.99,144.77,143.05,145.94,153.48
A,TOTAL,I15_A_AVG,EA19,90.68,97.25,101.81,103.23,100.01,100.91,102.07,99.98,98.05,98.37,100.0,104.03,108.61,113.85,118.83,125.07,134.99,144.77,142.96,145.75,153.18
A,TOTAL,I15_A_AVG,EA20,90.68,97.31,101.93,103.36,100.12,100.97,102.12,100.04,98.09,98.39,100.0,104.01,108.59,113.84,118.85,125.12,135.03,144.89,143.24,146.12,153.68
A,TOTAL,I15_A_AVG,EA21,90.54,97.2,102.0,103.66,100.25,101.01,102.1,100.02,98.07,98.39,100.0,104.04,108.66,113.92,118.96,125.22,135.15,145.11,143.63,146.76,154.51
A,TOTAL,I15_A_AVG,EE,59.01,88.22,106.54,96.29,60.47,63.9,69.32,74.37,82.29,93.58,100.0,104.75,110.51,117.07,125.27,132.79,152.78,186.76,197.72,209.79,220.72
A,TOTAL,I15_A_AVG,ES,,135.5,148.79,146.66,136.97,134.55,124.27,105.9,96.24,96.54,100.0,104.62,111.1,118.58,124.71,127.5,132.19,141.98,147.69,160.25,180.6
A,TOTAL,I15_A_AVG,EU,85.34,92.86,100.89,101.43,96.94,98.11,98.44,96.69,95.61,97.26,100.0,104.69,109.67,114.94,119.93,126.45,137.12,148.05,147.65,152.62,161.06
A,TOTAL,I15_A_AVG,EU27_2020,85.85,94.31,102.32,103.67,99.79,100.26,100.88,98.76,97.06,97.75,100.0,104.31,109.31,114.81,120.4,127.14,137.87,148.86,148.45,153.45,161.93
A,TOTAL,I15_A_AVG,EU28,84.77,92.87,100.94,101.49,97.0,98.13,98.46,96.71,95.61,97.26,100.0,104.69,109.67,114.94,119.93,,,,,,
A,TOTAL,I15_A_AVG,FI,76.25,81.56,86.37,87.06,88.31,93.88,96.87,99.21,100.35,100.0,100.0,101.29,102.39,103.34,103.77,105.6,110.46,111.52,104.58,101.35,99.03
A,TOTAL,I15_A_AVG,FR,84.72,94.51,100.57,101.52,95.32,99.74,105.46,104.88,102.93,101.36,100.0,101.04,104.24,107.29,110.86,116.62,124.13,131.82,131.26,126.39,127.26
A,TOTAL,I15_A_AVG,HR,,,,124.36,117.97,110.51,110.58,108.79,104.41,102.84,100.0,101.04,104.99,111.8,121.64,130.58,140.37,161.18,180.63,199.44,227.09
A,TOTAL,I15_A_AVG,HU,,,98.91,101.26,95.95,93.66,90.45,87.1,84.87,88.43,100.0,113.38,127.24,145.5,170.17,178.58,208.04,254.52,272.54,309.86,366.62
A,TOTAL,I15_A_AVG,IE,131.89,151.5,162.81,151.51,122.49,105.96,87.86,76.04,76.99,89.72,100.0,107.46,119.14,131.33,134.41,134.82,145.98,163.96,168.99,183.38,197.19
A,TOTAL,I15_A_AVG,IS,60.6,70.79,77.44,82.26,74.28,72.02,75.36,80.57,85.21,92.39,100.0,109.77,131.2,142.01,148.29,157.79,177.57,214.84,231.57,250.22,263.1
A,TOTAL,I15_A_AVG,IT,,,,,,118.1,119.7,116.7,109.1,104.0,100.0,100.3,99.2,98.6,98.5,100.4,103.0,106.9,108.3,111.7,116.2
A,TOTAL,I15_A_AVG,LT,,94.25,119.06,129.76,90.92,84.2,89.77,89.56,90.65,96.47,100.0,105.4,114.8,123.18,131.61,141.18,163.84,195.05,214.2,235.02,258.11
A,TOTAL,I15_A_AVG,LU,,,74.43,76.92,76.03,80.15,83.1,86.59,90.91,94.89,100.0,106.07,112.09,120.41,131.88,151.04,172.12,188.53,171.45,162.52,165.14
A,TOTAL,I15_A_AVG,LV,,104.48,142.37,143.94,90.24,80.35,88.73,91.36,97.62,103.48,100.0,108.49,118.01,129.3,140.88,145.77,161.65,184.01,190.89,198.9,214.05
A,TOTAL,I15_A_AVG,MT,58.46,70.08,84.79,94.14,90.07,91.04,89.8,92.54,92.16,94.51,100.0,105.45,111.03,117.45,124.65,128.86,135.44,144.45,153.42,163.77,173.55
A,TOTAL,I15_A_AVG,NL,106.3,110.82,116.19,118.74,113.46,111.48,109.28,101.96,95.81,96.61,100.0,105.29,113.81,124.4,133.38,144.07,164.94,186.84,183.26,198.24,215.15
A,TOTAL,I15_A_AVG,NO,54.24,61.66,69.43,68.69,69.99,75.77,81.95,87.48,91.24,93.74,100.0,107.88,113.75,115.53,120.18,126.11,137.66,145.71,147.63,152.91,161.66
A,TOTAL,I15_A_AVG,PL,,,,,,105.61,105.7,102.01,97.54,98.5,100.0,101.86,105.78,112.74,122.52,135.36,147.77,165.21,179.78,206.7,216.8
A,TOTAL,I15_A_AVG,PT,,,,107.53,106.54,107.36,102.09,94.87,93.09,97.04,100.0,107.12,117.02,129.03,141.88,154.33,168.84,190.17,205.76,224.44,263.85
A,TOTAL,I15_A_AVG,RO,,,,,129.28,119.54,104.83,99.51,99.26,97.22,100.0,105.95,112.36,118.62,122.69,128.44,134.09,143.7,148.43,155.89,164.82
A,TOTAL,I15_A_AVG,SE,52.04,58.46,65.74,66.47,68.57,73.97,75.87,76.83,80.79,88.4,100.0,108.24,115.43,114.35,117.19,122.11,134.46,139.25,132.05,132.03,133.41
A,TOTAL,I15_A_AVG,SI,,,120.85,129.31,117.06,117.21,120.39,112.09,106.21,99.2,100.0,103.25,111.79,121.55,129.7,135.66,151.32,173.65,186.22,200.26,214.9
A,TOTAL,I15_A_AVG,SK,,75.99,98.0,115.55,100.82,97.06,95.6,92.94,93.69,94.96,100.0,106.67,112.91,121.32,132.4,145.02,154.27,175.41,175.08,181.67,204.22
A,TOTAL,I15_A_AVG,TR,,,,,,57.12,62.15,68.93,76.8,86.39,100.0,112.78,124.98,134.77,141.25,174.84,240.48,601.15,1216.29,1721.53,
A,TOTAL,I15_A_AVG,UK,78.96,85.1,93.54,89.41,81.44,86.15,84.88,85.2,87.39,94.4,100.0,106.99,111.86,115.53,116.67,,,,,,
A,TOTAL,I25_A_AVG,AT,,,,,,46.21,48.69,51.91,54.5,56.58,59.76,63.77,67.01,71.01,75.28,80.98,90.25,100.7,97.82,97.45,100.0
A,TOTAL,I25_A_AVG,BE,50.29,55.22,59.51,62.1,61.84,63.24,65.5,67.04,68.03,67.8,69.04,70.64,73.14,75.35,78.17,81.52,86.96,91.77,93.92,96.94,100.0
A,TOTAL,I25_A_AVG,BG,32.13,36.86,47.52,59.38,47.26,42.45,40.12,39.35,38.49,39.04,40.13,42.94,46.66,49.74,52.73,55.14,59.92,68.18,74.9,87.26,100.0
A,TOTAL,I25_A_AVG,CH,,,,,,,,,,,,,74.71,76.93,79.81,81.78,86.47,91.98,94.0,95.64,100.0
A,TOTAL,I25_A_AVG,CY,64.32,71.96,80.4,84.94,79.37,74.82,73.63,71.37,68.45,67.25,66.27,66.16,69.24,68.32,74.03,77.86,76.68,81.66,89.2,95.74,100.0
A,TOTAL,I25_A_AVG,CZ,,,,41.1,39.5,38.8,38.8,38.3,38.2,39.2,40.8,43.7,48.8,53.0,57.8,62.7,75.1,87.7,86.3,90.6,100.0
A,TOTAL,I25_A_AVG,DE,54.6,54.4,53.2,53.9,54.4,54.9,56.9,58.8,60.6,62.5,65.5,70.4,74.7,79.7,84.3,90.8,101.4,107.5,98.4,96.9,100.0
A,TOTAL,I25_A_AVG,DK,54.24,67.29,69.1,65.53,57.69,59.3,58.3,56.72,58.94,61.17,65.43,68.41,71.81,74.97,76.64,79.94,89.16,93.39,89.86,93.02,100.0
A,TOTAL,I25_A_AVG,EA,59.64,63.66,66.29,67.08,65.24,65.86,66.58,65.21,63.92,64.09,65.16,67.79,70.77,74.18,77.43,81.49,87.95,94.33,93.21,95.08,100.0
A,TOTAL,I25_A_AVG,EA19,59.21,63.49,66.47,67.39,65.29,65.88,66.64,65.27,64.01,64.22,65.28,67.92,70.9,74.32,77.57,81.65,88.12,94.51,93.33,95.15,100.0
A,TOTAL,I25_A_AVG,EA20,59.01,63.32,66.33,67.26,65.15,65.7,66.45,65.09,63.83,64.03,65.07,67.68,70.66,74.07,77.34,81.41,87.86,94.28,93.21,95.08,100.0
A,TOTAL,I25_A_AVG,EA21,58.59,62.91,66.02,67.09,64.88,65.38,66.08,64.73,63.47,63.68,64.72,67.33,70.32,73.73,76.99,81.04,87.47,93.91,92.95,94.98,100.0
A,TOTAL,I25_A_AVG,EE,26.74,39.97,48.27,43.63,27.39,28.95,31.41,33.7,37.28,42.4,45.31,47.46,50.07,53.04,56.76,60.16,69.22,84.61,89.58,95.05,100.0
A,TOTAL,I25_A_AVG,ES,,75.03,82.39,81.21,75.84,74.5,68.81,58.64,53.29,53.45,55.37,57.93,61.52,65.66,69.05,70.6,73.2,78.62,81.78,88.73,100.0
A,TOTAL,I25_A_AVG,EU,52.99,57.66,62.64,62.97,60.19,60.92,61.12,60.03,59.36,60.39,62.09,65.0,68.1,71.36,74.46,78.51,85.14,91.92,91.67,94.76,100.0
A,TOTAL,I25_A_AVG,EU27_2020,53.02,58.24,63.18,64.02,61.62,61.91,62.3,60.98,59.94,60.36,61.76,64.42,67.5,70.9,74.36,78.51,85.14,91.92,91.67,94.76,100.0
A,TOTAL,I25_A_AVG,EU28,97.53,106.84,116.13,116.76,111.59,112.89,113.27,111.25,109.99,111.89,115.05,120.44,126.17,132.23,137.97,,,,,,
A,TOTAL,I25_A_AVG,FI,77.0,82.36,87.22,87.92,89.18,94.81,97.82,100.18,101.34,100.98,100.99,102.28,103.4,104.35,104.8,106.63,111.54,112.61,105.61,102.35,100.0
A,TOTAL,I25_A_AVG,FR,66.58,74.27,79.03,79.77,74.91,78.38,82.87,82.42,80.89,79.65,78.58,79.4,81.91,84.31,87.11,91.64,97.55,103.59,103.14,99.32,100.0
A,TOTAL,I25_A_AVG,HR,,,,54.76,51.95,48.67,48.7,47.91,45.98,45.29,44.04,44.49,46.23,49.24,53.57,57.5,61.81,70.98,79.54,87.83,100.0
A,TOTAL,I25_A_AVG,HU,,,26.98,27.62,26.17,25.55,24.67,23.76,23.15,24.12,27.28,30.93,34.71,39.69,46.42,48.71,56.75,69.42,74.34,84.52,100.0
A,TOTAL,I25_A_AVG,IE,66.88,76.83,82.57,76.83,62.12,53.73,44.56,38.57,39.04,45.5,50.71,54.5,60.42,66.6,68.16,68.37,74.03,83.15,85.7,93.0,100.0
A,TOTAL,I25_A_AVG,IS,23.03,26.91,29.44,31.26,28.23,27.38,28.64,30.62,32.39,35.12,38.01,41.72,49.87,53.98,56.36,59.98,67.49,81.66,88.02,95.1,100.0
A,TOTAL,I25_A_AVG,IT,,,,,,101.7,103.0,100.4,93.9,89.5,86.1,86.3,85.4,84.9,84.8,86.4,88.6,92.0,93.2,96.2,100.0
A,TOTAL,I25_A_AVG,LT,,36.52,46.12,50.27,35.23,32.63,34.78,34.7,35.12,37.38,38.74,40.84,44.48,47.73,50.99,54.7,63.48,75.57,82.98,91.06,100.0
A,TOTAL,I25_A_AVG,LU,,,45.07,46.58,46.04,48.54,50.32,52.44,55.05,57.46,60.56,64.23,67.87,72.91,79.86,91.46,104.23,114.17,103.82,98.42,100.0
A,TOTAL,I25_A_AVG,LV,,48.81,66.51,67.25,42.16,37.54,41.45,42.68,45.61,48.34,46.72,50.69,55.13,60.41,65.81,68.1,75.52,85.96,89.18,92.92,100.0
A,TOTAL,I25_A_AVG,MT,33.69,40.38,48.86,54.25,51.9,52.46,51.74,53.32,53.11,54.46,57.62,60.76,63.98,67.67,71.83,74.25,78.04,83.23,88.41,94.37,100.0
